satelite,municipio,estado,numero_dias_sem_chuva,precipitacao,bioma,frp
GOES-19,SÃO JOSÉ DO RIO CLARO,MATO GROSSO,20.0,0.0,Amazônia,84.7
GOES-19,NOVA MUTUM,MATO GROSSO,17.0,0.0,Cerrado,185.0
GOES-19,SÃO GABRIEL DO OESTE,MATO GROSSO DO SUL,13.0,0.0,Cerrado,149.1
GOES-19,SANTA RITA DO TRIVELATO,MATO GROSSO,21.0,0.0,Cerrado,85.5
GOES-19,SANTA RITA DO TRIVELATO,MATO GROSSO,21.0,0.0,Cerrado,101.2
GOES-19,NOVA MARINGÁ,MATO GROSSO,17.0,0.0,Amazônia,60.8
GOES-19,UNIÃO DO SUL,MATO GROSSO,11.0,0.0,Amazônia,99.9
GOES-19,BANDEIRANTES,MATO GROSSO DO SUL,12.0,0.0,Cerrado,46.8
GOES-19,LAGOA DO MATO,MARANHÃO,15.0,0.0,Cerrado,156.1
GOES-19,SÃO JOSÉ DO RIO CLARO,MATO GROSSO,20.0,0.0,Amazônia,142.7
GOES-19,JUARA,MATO GROSSO,13.0,0.0,Amazônia,51.5
GOES-19,SÃO JOSÉ DO RIO CLARO,MATO GROSSO,20.0,0.0,Amazônia,104.4
GOES-19,FLORIANO,PIAUÍ,3.0,0.0,Caatinga,86.6
GOES-19,CANTO DO BURITI,PIAUÍ,0.0,0.0,Caatinga,82.8
GOES-19,BONITO,MATO GROSSO DO SUL,13.0,0.2,Cerrado,57.3
GOES-19,LAGOA DO MATO,MARANHÃO,15.0,0.0,Cerrado,72.6
GOES-19,CANTO DO BURITI,PIAUÍ,2.0,0.0,Caatinga,150.2
GOES-19,BONITO,MATO GROSSO DO SUL,14.0,0.0,Cerrado,84.9
TERRA_M-M,UBÁ,MINAS GERAIS,25.0,0.0,Mata Atlântica,39.5
TERRA_M-M,MATEIROS,TOCANTINS,22.0,0.0,Cerrado,13.3
TERRA_M-M,SANTA RITA DO TRIVELATO,MATO GROSSO,23.0,0.0,Cerrado,10.9
TERRA_M-M,SANTA SALETE,SÃO PAULO,14.0,0.0,Mata Atlântica,5.4
TERRA_M-M,ARAGUACEMA,TOCANTINS,17.0,0.0,Cerrado,24.8
GOES-19,BONITO,MATO GROSSO DO SUL,14.0,0.0,Cerrado,106.1
GOES-19,BONITO,MATO GROSSO DO SUL,13.0,0.0,Cerrado,58.1
GOES-19,JUAZEIRO,BAHIA,13.0,0.0,Caatinga,68.0
GOES-19,JUAZEIRO,BAHIA,13.0,0.0,Caatinga,166.8
GOES-19,BONITO,MATO GROSSO DO SUL,13.0,0.0,Cerrado,43.8
GOES-19,CANTO DO BURITI,PIAUÍ,2.0,0.0,Caatinga,96.8
NPP-375D,BALSAS,MARANHÃO,19.0,0.0,Cerrado,2.0
NPP-375D,FLORIANO,PIAUÍ,5.0,0.0,Caatinga,9.6
NPP-375D,DARCINÓPOLIS,TOCANTINS,6.0,4.35,Cerrado,1.5
NPP-375D,OLIVEIRA DOS BREJINHOS,BAHIA,22.0,1.5,Caatinga,2.6
NPP-375D,SANDOLÂNDIA,TOCANTINS,22.0,0.0,Cerrado,2.9
GOES-19,CANTO DO BURITI,PIAUÍ,2.0,0.0,Caatinga,49.8
NOAA-20,TASSO FRAGOSO,MARANHÃO,10.0,0.0,Cerrado,1.5
NOAA-20,LAGOA DO MATO,MARANHÃO,15.0,0.0,Cerrado,1.2
NOAA-20,BALSAS,MARANHÃO,14.0,0.0,Cerrado,5.8
NOAA-20,BOM JESUS,PIAUÍ,19.0,0.0,Cerrado,0.5
NOAA-20,LAGOA DO MATO,MARANHÃO,15.0,0.0,Cerrado,1.8
NOAA-20,BARRA DO CORDA,MARANHÃO,3.0,0.0,Cerrado,1.6
NOAA-20,CANTO DO BURITI,PIAUÍ,2.0,0.0,Caatinga,25.6
NOAA-20,UNIÃO DO SUL,MATO GROSSO,12.0,0.0,Amazônia,5.1
NOAA-20,FELIZ NATAL,MATO GROSSO,25.0,0.0,Amazônia,1.9
NOAA-20,CONCEIÇÃO DO TOCANTINS,TOCANTINS,15.0,0.4,Cerrado,2.6
NOAA-20,MINAS NOVAS,MINAS GERAIS,24.0,0.0,Cerrado,0.5
NOAA-20,JANAÚBA,MINAS GERAIS,23.0,0.0,Cerrado,0.6
NOAA-20,COTEGIPE,BAHIA,23.0,0.1,Cerrado,1.1
NOAA-20,CARINHANHA,BAHIA,23.0,0.0,Cerrado,0.7
NOAA-20,PARANÃ,TOCANTINS,23.0,0.2,Cerrado,1.3
NOAA-20,CONSELHEIRO PENA,MINAS GERAIS,24.0,0.0,Mata Atlântica,0.8
NOAA-20,BONITO,MATO GROSSO DO SUL,14.0,0.0,Cerrado,6.7
NOAA-21,COLINAS,MARANHÃO,13.0,0.0,Cerrado,1.5
NOAA-21,PASTOS BONS,MARANHÃO,7.0,0.0,Cerrado,1.6
NOAA-21,ALTA FLORESTA,MATO GROSSO,17.0,0.05,Amazônia,0.8
NOAA-21,MIRACEMA DO TOCANTINS,TOCANTINS,5.0,0.23,Cerrado,4.7
NOAA-21,MONTE DO CARMO,TOCANTINS,21.0,0.2,Cerrado,4.5
NOAA-21,SANTA ROSA DO TOCANTINS,TOCANTINS,11.0,1.3,Cerrado,1.6
NOAA-21,FLORIANO,PIAUÍ,5.0,0.0,Caatinga,13.3
NOAA-21,NOVA BANDEIRANTES,MATO GROSSO,12.0,2.12,Amazônia,1.9
NOAA-21,BALSAS,MARANHÃO,14.0,0.0,Cerrado,2.7
NOAA-21,NOVA MONTE VERDE,MATO GROSSO,16.0,0.71,Amazônia,0.6
NOAA-21,NOVA BANDEIRANTES,MATO GROSSO,12.0,2.13,Amazônia,2.3
NOAA-21,FLORIANO,PIAUÍ,6.0,0.0,Caatinga,3.1
NOAA-21,SANDOLÂNDIA,TOCANTINS,22.0,0.0,Cerrado,6.7
NOAA-21,NOVA UBIRATÃ,MATO GROSSO,20.0,0.0,Amazônia,1.2
NOAA-21,CLÁUDIA,MATO GROSSO,19.0,0.0,Amazônia,1.4
NOAA-21,UNIÃO DO SUL,MATO GROSSO,14.0,0.0,Amazônia,1.2
NOAA-21,JUARA,MATO GROSSO,17.0,0.0,Amazônia,1.7
NOAA-21,SANDOLÂNDIA,TOCANTINS,22.0,0.0,Cerrado,0.9
NOAA-21,NOVA MARINGÁ,MATO GROSSO,18.0,0.0,Amazônia,1.8
NOAA-21,UNIÃO DO SUL,MATO GROSSO,12.0,0.0,Amazônia,7.8
NOAA-21,SANTA RITA DO TRIVELATO,MATO GROSSO,23.0,0.0,Cerrado,2.3
NOAA-21,CANARANA,MATO GROSSO,21.0,0.0,Cerrado,1.8
NOAA-21,FELIZ NATAL,MATO GROSSO,20.0,0.0,Amazônia,1.4
NOAA-21,FELIZ NATAL,MATO GROSSO,25.0,0.0,Amazônia,3.6
NOAA-21,TALISMÃ,TOCANTINS,22.0,0.0,Cerrado,1.1
NOAA-21,UNIÃO DO SUL,MATO GROSSO,13.0,0.0,Amazônia,1.0
NOAA-21,UNIÃO DO SUL,MATO GROSSO,14.0,0.0,Amazônia,1.2
NOAA-21,FELIZ NATAL,MATO GROSSO,20.0,0.0,Amazônia,0.9
NOAA-21,SANDOLÂNDIA,TOCANTINS,22.0,0.0,Cerrado,5.9
NOAA-21,NOVA MARINGÁ,MATO GROSSO,16.0,0.0,Amazônia,2.5
NOAA-21,BONITO,MATO GROSSO DO SUL,14.0,0.0,Cerrado,7.7
NOAA-21,BONITO,MATO GROSSO DO SUL,14.0,0.0,Cerrado,11.0
NOAA-21,BELA VISTA,MATO GROSSO DO SUL,4.0,0.0,Cerrado,0.8
NPP-375D,ARIPUANÃ,MATO GROSSO,13.0,0.0,Amazônia,1.4
NPP-375D,UNIÃO DO SUL,MATO GROSSO,12.0,0.0,Amazônia,0.8
NPP-375D,SANDOLÂNDIA,TOCANTINS,22.0,0.0,Cerrado,0.8
NPP-375D,SÃO JOSÉ DO XINGU,MATO GROSSO,17.0,0.0,Amazônia,1.9
NPP-375D,ARIPUANÃ,MATO GROSSO,17.0,0.0,Amazônia,0.5
NPP-375D,GAÚCHA DO NORTE,MATO GROSSO,22.0,0.0,Amazônia,2.3
NPP-375D,SÃO JOSÉ DO RIO CLARO,MATO GROSSO,22.0,0.0,Amazônia,3.0
NPP-375D,CORUMBÁ,MATO GROSSO DO SUL,14.0,0.0,Pantanal,1.0
NPP-375D,GUIA LOPES DA LAGUNA,MATO GROSSO DO SUL,9.0,0.0,Cerrado,3.3
NPP-375D,CÁCERES,MATO GROSSO,8.0,0.0,Pantanal,1.1
GOES-19,CANTO DO BURITI,PIAUÍ,2.0,0.0,Caatinga,55.4
GOES-19,CANTO DO BURITI,PIAUÍ,2.0,0.0,Caatinga,66.4
NOAA-20,JUARA,MATO GROSSO,14.0,0.11,Amazônia,4.8
NOAA-20,SÃO JOSÉ DO RIO CLARO,MATO GROSSO,22.0,0.0,Amazônia,5.6
NOAA-20,COMODORO,MATO GROSSO,7.0,0.0,Cerrado,0.9
AQUA_M-M,PARANATINGA,MATO GROSSO,20.0,0.0,Amazônia,10.9
GOES-19,CANTO DO BURITI,PIAUÍ,2.0,0.0,Caatinga,59.3
GOES-19,SANDOLÂNDIA,TOCANTINS,22.0,0.0,Cerrado,160.8
GOES-19,SANDOLÂNDIA,TOCANTINS,22.0,0.0,Cerrado,254.5
TERRA_M-T,COMODORO,MATO GROSSO,7.0,0.0,Cerrado,5.7
TERRA_M-T,MARCELÂNDIA,MATO GROSSO,15.0,0.0,Amazônia,58.0
TERRA_M-T,UNIÃO DO SUL,MATO GROSSO,12.0,0.0,Amazônia,24.7
GOES-19,CANTO DO BURITI,PIAUÍ,2.0,0.0,Caatinga,124.2
GOES-19,CANTO DO BURITI,PIAUÍ,2.0,0.0,Caatinga,631.2
GOES-19,PARANATINGA,MATO GROSSO,20.0,0.0,Amazônia,50.8
NOAA-21,SÃO FRANCISCO,MINAS GERAIS,18.0,0.0,Cerrado,1.0
NOAA-21,ALTO PARNAÍBA,MARANHÃO,22.0,0.0,Cerrado,5.6
NOAA-21,ITAUEIRA,PIAUÍ,13.0,0.0,Cerrado,5.7
NOAA-21,CANTO DO BURITI,PIAUÍ,2.0,0.0,Caatinga,12.8
NOAA-21,NAZARÉ DO PIAUÍ,PIAUÍ,2.0,0.0,Caatinga,37.1
NOAA-21,SÃO GONÇALO DO GURGUÉIA,PIAUÍ,22.0,0.04,Cerrado,6.8
NOAA-21,ITAUEIRA,PIAUÍ,13.0,0.0,Cerrado,12.9
NOAA-21,MATEIROS,TOCANTINS,16.0,0.6,Cerrado,12.4
NOAA-21,MATEIROS,TOCANTINS,15.0,0.6,Cerrado,108.0
NOAA-21,JERUMENHA,PIAUÍ,11.0,0.0,Cerrado,18.0
NOAA-21,ITAUEIRA,PIAUÍ,13.0,0.0,Cerrado,9.6
NOAA-21,JERUMENHA,PIAUÍ,4.0,0.0,Cerrado,10.0
NOAA-21,BURITI DOS LOPES,PIAUÍ,0.0,0.0,Cerrado,5.5
NOAA-21,COCAL,PIAUÍ,0.0,1.21,Caatinga,9.4
GOES-19,PARANATINGA,MATO GROSSO,20.0,0.0,Amazônia,59.5
NPP-375,FRANCISCO SÁ,MINAS GERAIS,24.0,0.0,Cerrado,10.0
NPP-375,NIQUELÂNDIA,GOIÁS,22.0,0.25,Cerrado,7.4
NPP-375,MORRO DO CHAPÉU,BAHIA,15.0,0.0,Caatinga,2.2
NPP-375,MATEIROS,TOCANTINS,18.0,0.75,Cerrado,19.2
NPP-375,CANAVIEIRA,PIAUÍ,12.0,0.0,Cerrado,16.0
NPP-375,SÃO FÉLIX DE BALSAS,MARANHÃO,15.0,0.0,Cerrado,4.4
NPP-375,JERUMENHA,PIAUÍ,11.0,0.0,Cerrado,18.0
NPP-375,CANAVIEIRA,PIAUÍ,12.0,0.0,Cerrado,22.5
NPP-375,UNIÃO DO SUL,MATO GROSSO,12.0,0.0,Amazônia,6.4
NPP-375,PONTE ALTA DO TOCANTINS,TOCANTINS,14.0,0.19,Cerrado,5.2
NPP-375,GAÚCHA DO NORTE,MATO GROSSO,21.0,0.0,Amazônia,6.0
NPP-375,CONCEIÇÃO DO TOCANTINS,TOCANTINS,23.0,0.9,Cerrado,5.7
NPP-375,CAMPO ALEGRE DE LOURDES,BAHIA,28.0,0.0,Caatinga,57.8
NPP-375,RIO SONO,TOCANTINS,23.0,0.0,Cerrado,5.5
NPP-375,MARCELÂNDIA,MATO GROSSO,15.0,0.0,Amazônia,10.9
NPP-375,FELIZ NATAL,MATO GROSSO,18.0,0.0,Amazônia,13.7
NPP-375,FLORIANO,PIAUÍ,8.0,0.0,Caatinga,8.2
NPP-375,FLORIANO,PIAUÍ,8.0,0.0,Caatinga,8.4
NPP-375,JERUMENHA,PIAUÍ,10.0,0.0,Cerrado,5.2
NPP-375,MARCELÂNDIA,MATO GROSSO,15.0,0.0,Amazônia,10.9
NPP-375,CANTO DO BURITI,PIAUÍ,2.0,0.0,Caatinga,5.8
NPP-375,JERUMENHA,PIAUÍ,4.0,0.0,Cerrado,7.6
NPP-375,RIO SONO,TOCANTINS,23.0,0.0,Cerrado,10.6
NPP-375,TERESINA,PIAUÍ,2.0,0.0,Cerrado,7.5
NOAA-20,COXIM,MATO GROSSO DO SUL,14.0,0.0,Cerrado,4.3
NOAA-20,COXIM,MATO GROSSO DO SUL,14.0,0.0,Cerrado,5.2
NOAA-20,RIO VERDE,GOIÁS,25.0,0.0,Cerrado,6.6
NOAA-20,IRAMAIA,BAHIA,14.0,0.53,Caatinga,11.4
NOAA-20,NINHEIRA,MINAS GERAIS,18.0,0.0,Mata Atlântica,2.8
NOAA-20,PLANALTINA,GOIÁS,23.0,0.0,Cerrado,3.0
NOAA-20,CONCEIÇÃO DO TOCANTINS,TOCANTINS,16.0,1.68,Cerrado,9.2
NOAA-20,JERUMENHA,PIAUÍ,12.0,0.0,Cerrado,2.8
NOAA-20,MUQUÉM DO SÃO FRANCISCO,BAHIA,21.0,0.59,Cerrado,4.7
NOAA-20,ITAUEIRA,PIAUÍ,13.0,0.0,Cerrado,5.1
NOAA-20,CANTO DO BURITI,PIAUÍ,2.0,0.0,Caatinga,4.9
NOAA-20,ITAUEIRA,PIAUÍ,13.0,0.0,Cerrado,2.7
NOAA-20,CANTO DO BURITI,PIAUÍ,2.0,0.0,Caatinga,5.1
NOAA-20,CONCEIÇÃO DO TOCANTINS,TOCANTINS,16.0,1.58,Cerrado,5.0
NOAA-20,MARCELÂNDIA,MATO GROSSO,15.0,0.0,Amazônia,10.1
NOAA-20,NOVA LACERDA,MATO GROSSO,10.0,0.0,Amazônia,4.8
NOAA-20,JERUMENHA,PIAUÍ,5.0,0.0,Cerrado,2.9
NOAA-20,FORMOSO DO ARAGUAIA,TOCANTINS,22.0,0.0,Cerrado,17.1
NOAA-20,JERUMENHA,PIAUÍ,7.0,0.0,Caatinga,4.8
NOAA-20,MATEIROS,TOCANTINS,18.0,0.79,Cerrado,6.4
NOAA-20,SANDOLÂNDIA,TOCANTINS,22.0,0.0,Cerrado,8.5
NOAA-20,CANTO DO BURITI,PIAUÍ,2.0,0.0,Caatinga,340.1
NOAA-20,SANTA ROSA DO TOCANTINS,TOCANTINS,11.0,1.23,Cerrado,3.6
NOAA-20,SANTA MARIA DO TOCANTINS,TOCANTINS,20.0,0.0,Cerrado,2.3
NOAA-20,NOVA MARINGÁ,MATO GROSSO,16.0,0.0,Amazônia,6.5
NOAA-20,JURUENA,MATO GROSSO,14.0,0.0,Amazônia,6.2
NOAA-20,LAGOA DA CONFUSÃO,TOCANTINS,22.0,0.0,Cerrado,4.3
NOAA-20,CHAPADA DA NATIVIDADE,TOCANTINS,3.0,0.0,Cerrado,11.4
NOAA-20,CANAVIEIRA,PIAUÍ,12.0,0.0,Cerrado,7.0
NOAA-20,SÃO JOSÉ DO XINGU,MATO GROSSO,17.0,0.0,Amazônia,5.2
NOAA-20,CANAVIEIRA,PIAUÍ,12.0,0.0,Cerrado,7.0
NOAA-20,BREJINHO DE NAZARÉ,TOCANTINS,1.0,0.96,Cerrado,2.3
NOAA-20,MANICORÉ,AMAZONAS,8.0,0.0,Amazônia,6.8
GOES-19,ITAUEIRA,PIAUÍ,13.0,0.0,Cerrado,80.5
AQUA_M-T,XIQUE-XIQUE,BAHIA,20.0,0.0,Caatinga,85.7
AQUA_M-T,CANTO DO BURITI,PIAUÍ,2.0,0.0,Caatinga,436.0
NOAA-21,ARUANÃ,GOIÁS,21.0,0.0,Cerrado,0.4
NOAA-21,COXIM,MATO GROSSO DO SUL,14.0,0.0,Cerrado,15.7
NOAA-21,IPIAÇU,MINAS GERAIS,11.0,0.0,Mata Atlântica,4.8
NOAA-21,SANTA RITA DO ARAGUAIA,GOIÁS,11.0,0.0,Cerrado,8.6
NOAA-21,UNIÃO DO SUL,MATO GROSSO,12.0,0.0,Amazônia,16.3
NOAA-21,TANGARÁ DA SERRA,MATO GROSSO,12.0,0.0,Cerrado,4.2
NOAA-21,COLÍDER,MATO GROSSO,22.0,0.88,Amazônia,4.3
NOAA-21,CRISTALÂNDIA,TOCANTINS,0.0,0.0,Cerrado,19.8
NOAA-21,MONTE DO CARMO,TOCANTINS,21.0,0.16,Cerrado,47.8
NOAA-21,SANTA CARMEM,MATO GROSSO,19.0,0.0,Amazônia,16.2
NOAA-21,SÃO JOSÉ DO RIO CLARO,MATO GROSSO,22.0,0.0,Amazônia,6.7
NPP-375,SANTA MÔNICA,PARANÁ,2.0,0.0,Mata Atlântica,4.6
NPP-375,PEDRO GOMES,MATO GROSSO DO SUL,11.0,0.0,Cerrado,6.1
NPP-375,DIAMANTINO,MATO GROSSO,24.0,0.0,Cerrado,1.9
NPP-375,TANGARÁ DA SERRA,MATO GROSSO,10.0,0.0,Cerrado,8.3
NPP-375,TANGARÁ DA SERRA,MATO GROSSO,10.0,0.0,Cerrado,9.4
NPP-375,MANICORÉ,AMAZONAS,9.0,0.0,Amazônia,4.9
NPP-375,MANICORÉ,AMAZONAS,9.0,0.0,Amazônia,24.8
NPP-375,MANICORÉ,AMAZONAS,9.0,0.0,Amazônia,3.2
GOES-19,NAZARÉ DO PIAUÍ,PIAUÍ,3.0,0.0,Caatinga,125.8
GOES-19,SÃO GABRIEL DO OESTE,MATO GROSSO DO SUL,14.0,0.0,Cerrado,79.4
NOAA-20,MANICORÉ,AMAZONAS,9.0,0.0,Amazônia,5.8
GOES-19,SÃO GABRIEL DO OESTE,MATO GROSSO DO SUL,14.0,0.0,Cerrado,61.3
GOES-19,NAZARÉ DO PIAUÍ,PIAUÍ,3.0,0.0,Caatinga,138.7
GOES-19,SÃO GABRIEL DO OESTE,MATO GROSSO DO SUL,14.0,0.0,Cerrado,66.2
GOES-19,ALMAS,TOCANTINS,14.0,0.0,Cerrado,81.3
GOES-19,BARRA DO CORDA,MARANHÃO,11.0,0.0,Cerrado,93.2
GOES-19,COTEGIPE,BAHIA,18.0,0.41,Cerrado,66.8
GOES-19,BALSAS,MARANHÃO,14.0,0.0,Cerrado,69.9
GOES-19,BALSAS,MARANHÃO,14.0,0.0,Cerrado,217.2
GOES-19,FELIZ NATAL,MATO GROSSO,20.0,0.0,Amazônia,111.6
GOES-19,SILVANÓPOLIS,TOCANTINS,11.0,1.58,Cerrado,94.6
GOES-19,SILVANÓPOLIS,TOCANTINS,11.0,1.58,Cerrado,106.7
GOES-19,BALSAS,MARANHÃO,14.0,0.0,Cerrado,78.9
GOES-19,CANTO DO BURITI,PIAUÍ,2.0,0.0,Caatinga,195.1
GOES-19,BALSAS,MARANHÃO,14.0,0.0,Cerrado,69.9
GOES-19,FELIZ NATAL,MATO GROSSO,20.0,0.0,Amazônia,76.2
GOES-19,FELIZ NATAL,MATO GROSSO,20.0,0.0,Amazônia,86.6
GOES-19,FLORIANO,PIAUÍ,5.0,0.0,Caatinga,64.2
GOES-19,BALSAS,MARANHÃO,15.0,0.0,Cerrado,84.4
GOES-19,FLORIANO,PIAUÍ,6.0,0.0,Caatinga,100.1
GOES-19,FLORIANO,PIAUÍ,6.0,0.0,Caatinga,107.2
GOES-19,CANTO DO BURITI,PIAUÍ,2.0,0.0,Caatinga,131.6
GOES-19,BALSAS,MARANHÃO,14.0,0.0,Cerrado,69.3
GOES-19,BALSAS,MARANHÃO,15.0,0.0,Cerrado,60.7
GOES-19,CANTO DO BURITI,PIAUÍ,3.0,0.0,Caatinga,98.6
GOES-19,CANTO DO BURITI,PIAUÍ,3.0,0.0,Caatinga,95.5
GOES-19,BONITO,MATO GROSSO DO SUL,15.0,0.0,Cerrado,57.5
NPP-375D,SUCUPIRA DO NORTE,MARANHÃO,8.0,0.0,Cerrado,5.2
NPP-375D,CURRAIS,PIAUÍ,22.0,0.0,Cerrado,1.5
NPP-375D,FLORIANO,PIAUÍ,6.0,0.0,Caatinga,2.5
NOAA-20,FLORIANO,PIAUÍ,7.0,0.0,Caatinga,7.1
NOAA-20,FLORIANO,PIAUÍ,7.0,0.0,Caatinga,4.6
NOAA-20,NAZARÉ DO PIAUÍ,PIAUÍ,3.0,0.0,Caatinga,2.0
NOAA-20,CANTO DO BURITI,PIAUÍ,3.0,0.0,Caatinga,2.7
NOAA-20,ITABUNA,BAHIA,5.0,0.0,Mata Atlântica,0.4
NOAA-20,SENTO SÉ,BAHIA,2.0,1.08,Caatinga,1.0
NOAA-20,NOVA XAVANTINA,MATO GROSSO,21.0,0.0,Cerrado,2.9
NOAA-20,BALSAS,MARANHÃO,15.0,0.0,Cerrado,1.7
NOAA-20,FRUTAL,MINAS GERAIS,26.0,0.0,Cerrado,1.9
NOAA-20,SANTA MARIA DO TOCANTINS,TOCANTINS,19.0,0.0,Cerrado,3.3
NOAA-21,FLORIANO,PIAUÍ,7.0,0.0,Caatinga,4.2
NOAA-21,MARCELÂNDIA,MATO GROSSO,18.0,0.0,Amazônia,0.5
NOAA-21,ALMAS,TOCANTINS,15.0,0.0,Cerrado,2.8
NOAA-21,CHAPADA GAÚCHA,MINAS GERAIS,25.0,0.0,Cerrado,1.2
NOAA-21,SANTA MARIA DAS BARREIRAS,PARÁ,23.0,0.0,Amazônia,0.9
NOAA-21,CAMPINAÇU,GOIÁS,8.0,0.0,Cerrado,1.2
NOAA-21,SANTA MARIA DAS BARREIRAS,PARÁ,23.0,0.0,Amazônia,0.9
NOAA-21,MONTE DO CARMO,TOCANTINS,21.0,2.0,Cerrado,1.6
NOAA-21,QUERÊNCIA,MATO GROSSO,22.0,0.0,Amazônia,0.4
NOAA-21,CANTO DO BURITI,PIAUÍ,3.0,0.0,Caatinga,3.2
NOAA-21,SÃO GABRIEL DO OESTE,MATO GROSSO DO SUL,15.0,0.0,Cerrado,1.2
NOAA-21,NOVA LACERDA,MATO GROSSO,10.0,0.0,Amazônia,0.7
NOAA-21,SANTA RITA DO TRIVELATO,MATO GROSSO,24.0,0.0,Cerrado,1.3
NOAA-21,SANTO HIPÓLITO,MINAS GERAIS,21.0,0.0,Cerrado,1.5
NOAA-21,VOTORANTIM,SÃO PAULO,2.0,0.0,Mata Atlântica,1.1
NPP-375D,TAILÂNDIA,PARÁ,0.0,1.87,Amazônia,2.4
NPP-375D,ITAÚBA,MATO GROSSO,12.0,0.0,Amazônia,0.9
NPP-375D,GOIANORTE,TOCANTINS,24.0,0.0,Cerrado,1.9
NPP-375D,SANTA MARIA DO TOCANTINS,TOCANTINS,22.0,0.0,Cerrado,1.1
NPP-375D,MONTE DO CARMO,TOCANTINS,21.0,1.97,Cerrado,1.0
NPP-375D,PALMEIRANTE,TOCANTINS,14.0,0.0,Cerrado,2.5
NPP-375D,MONTE DO CARMO,TOCANTINS,21.0,2.0,Cerrado,0.8
NPP-375D,UNIÃO DO SUL,MATO GROSSO,13.0,0.0,Amazônia,1.4
NPP-375D,NOVA XAVANTINA,MATO GROSSO,21.0,0.0,Cerrado,3.0
NPP-375D,BRASNORTE,MATO GROSSO,14.0,2.5,Cerrado,0.7
NPP-375D,SANTA RITA DO TRIVELATO,MATO GROSSO,22.0,0.0,Cerrado,1.8
NPP-375D,SÃO JOSÉ DO RIO CLARO,MATO GROSSO,23.0,0.0,Amazônia,0.8
NPP-375D,SANTA RITA DO TRIVELATO,MATO GROSSO,24.0,0.0,Cerrado,1.7
NPP-375D,DIAMANTINO,MATO GROSSO,20.0,0.0,Cerrado,0.8
NOAA-20,TRAIRÃO,PARÁ,0.0,1.07,Amazônia,0.9
NOAA-20,NOVA UBIRATÃ,MATO GROSSO,26.0,0.0,Amazônia,1.3
NOAA-20,SÃO JOSÉ DO RIO CLARO,MATO GROSSO,22.0,0.0,Amazônia,3.3
NOAA-20,NOVA MARINGÁ,MATO GROSSO,17.0,0.3,Amazônia,3.1
NOAA-20,PORTO ESTRELA,MATO GROSSO,9.0,0.0,Cerrado,0.8
NOAA-20,BONITO,MATO GROSSO DO SUL,15.0,0.0,Cerrado,5.4
GOES-19,BALSAS,MARANHÃO,15.0,0.0,Cerrado,65.7
GOES-19,BALSAS,MARANHÃO,15.0,0.0,Cerrado,73.0
TERRA_M-T,FORMOSA DA SERRA NEGRA,MARANHÃO,3.0,0.0,Cerrado,6.8
GOES-19,BALSAS,MARANHÃO,15.0,0.0,Cerrado,113.1
GOES-19,SANTA RITA DO TRIVELATO,MATO GROSSO,23.0,0.0,Cerrado,64.1
NOAA-21,CANTO DO BURITI,PIAUÍ,3.0,0.0,Caatinga,10.4
NOAA-21,CANAVIEIRA,PIAUÍ,13.0,0.0,Cerrado,7.8
NPP-375,URUCÂNIA,MINAS GERAIS,27.0,0.0,Mata Atlântica,4.9
NPP-375,SUCUPIRA,TOCANTINS,25.0,0.0,Cerrado,10.5
NPP-375,ALMAS,TOCANTINS,15.0,0.0,Cerrado,5.9
NPP-375,SUCUPIRA,TOCANTINS,25.0,0.0,Cerrado,10.3
NPP-375,SEABRA,BAHIA,21.0,0.0,Caatinga,5.0
NPP-375,ANICUNS,GOIÁS,21.0,0.0,Cerrado,25.1
NPP-375,MATEIROS,TOCANTINS,22.0,0.2,Cerrado,3.9
NPP-375,ITAUEIRA,PIAUÍ,14.0,0.0,Cerrado,8.3
NPP-375,ITAUEIRA,PIAUÍ,14.0,0.0,Cerrado,1.5
NPP-375,BALSAS,MARANHÃO,24.0,0.0,Cerrado,7.9
NPP-375,CAROLINA,MARANHÃO,15.0,0.0,Cerrado,2.3
NPP-375,GOIATINS,TOCANTINS,19.0,0.0,Cerrado,6.1
NPP-375,CANTO DO BURITI,PIAUÍ,3.0,0.0,Caatinga,1.8
NPP-375,BALSAS,MARANHÃO,15.0,0.0,Cerrado,16.9
NPP-375,CANTO DO BURITI,PIAUÍ,3.0,0.0,Caatinga,100.0
NPP-375,MATEIROS,TOCANTINS,23.0,0.2,Cerrado,5.5
NPP-375,GOIATINS,TOCANTINS,19.0,0.0,Cerrado,6.1
GOES-19,SANTA RITA DO TRIVELATO,MATO GROSSO,21.0,0.0,Cerrado,70.5
NOAA-20,SUCUPIRA,TOCANTINS,25.0,0.0,Cerrado,10.0
NOAA-20,FORMOSO DO ARAGUAIA,TOCANTINS,23.0,0.0,Cerrado,3.1
NOAA-20,PEQUIZEIRO,TOCANTINS,15.0,0.0,Amazônia,5.5
NOAA-20,URUÇUÍ,PIAUÍ,14.0,0.0,Cerrado,4.2
NOAA-20,ITAUEIRA,PIAUÍ,6.0,0.0,Caatinga,7.7
NOAA-20,SANTA FILOMENA DO MARANHÃO,MARANHÃO,5.0,0.0,Cerrado,5.4
NOAA-20,CANTO DO BURITI,PIAUÍ,3.0,0.0,Caatinga,5.6
NOAA-20,LIZARDA,TOCANTINS,22.0,0.0,Cerrado,4.9
NOAA-20,CANTO DO BURITI,PIAUÍ,3.0,0.0,Caatinga,9.4
